# Русско-хинди словарь, построенный на основе многоязычной базы данных "Универсальный словарь концептов"
# Слова и глоссы хинди взяты из ворднета хинди http://www.cfilt.iitb.ac.in/wordnet/webhwn/ и словаря CFILT UWD
# Выкладывается под GPL and CC-BY-SA-NC
# Вячеслав Диконов <sdiconov@mail.ru>
#
# This file contains a Russian-Hindi dictionary derived from the "Universal Dictionary of Concepts" database
# Hindi words and glosses come from the Hindi Wordnet http://www.cfilt.iitb.ac.in/wordnet/webhwn/ and CFILT UW dictionary
# It is available under GPL and CC-BY-SA-NC licenses
# Viacheslav Dikonov <sdiconov@mail.ru>
#
барменша	n,женск	मधुशाला-परिचारिका	A FEMALE BARTENDER	
барометр	n,мужск	बैरोमीटर, मापदंड्, वायुदाबमाप्	AN INSTRUMENT THAT MEASURES ATMOSPHERIC PRESSURE	
барометр	n,мужск	वायुदाबमापी	A SIMPLE BAROMETER FOR INDICATING CHANGES IN ATMOSPHERIC PRESSURE	
барон	n,мужск	बैरन, बैरन्, शक्तिशाली उद्योगपति	A VERY WEALTHY OR POWERFUL BUSINESSMAN	
баронесса	n,женск	बैरोनेस, बैरोनेस की उपाधि-प्राप्त महिला, बैरोनेस की उपाधि-प्राप्त महिलाआ, बैरोनेस्	A NOBLEWOMAN WHO HOLDS THE RANK OF BARON OR WHO IS THE WIFE OR WIDOW OF A BARON	
баронет	n,мужск	बैरोनेट	A MEMBER OF THE BRITISH ORDER OF HONOR	
баронский	a	बैरन से संबंधित	IMPRESSIVE IN APPEARANCE	
барраж	n	गोलाबारी	THE HEAVY FIRE OF ARTILLERY TO SATURATE AN AREA RATHER THAN HIT A SPECIFIC TARGET	
барракуда	n	बैरेकुडा	ANY VORACIOUS MARINE FISH OF THE GENUS SPHYRAENA HAVING AN ELONGATED CYLINDRICAL BODY AND LARGE MOUTH WITH PROJECTING LOWER JAW AND LONG STRONG TEETH	
баррикада	n,женск	रुकावट, रुकावट्	A BARRIER (USUALLY THROWN UP HASTILY SO AS TO IMPEDE THE ADVANCE OF AN ENEMY)	
барсук	n,мужск	बिज्जू	STURDY CARNIVOROUS BURROWING MAMMAL WITH STRONG CLAWS WIDELY DISTRIBUTED IN THE NORTHERN HEMISPHERE	
бартер	n,мужск	वस्तु-विनिमय	AN EQUAL EXCHANGE	
бархат	n	मखमल	A SILKY DENSELY PILED FABRIC WITH A PLAIN BACK	
бархатистый	a	मखमली	RESEMBLING VELVET IN HAVING A SMOOTH SOFT SURFACE	
барыня	n,женск	औरत, कुलीन महिला	A WOMAN OF THE PEERAGE IN BRITAIN	
барыш	n,мужск	फायदा, बरकत, मुनाफा, लाभ	THE ADVANTAGEOUS QUALITY OF BEING BENEFICIAL	
барьер	n,мужск	रोक	A STRUCTURE OR OBJECT THAT IMPEDES FREE MOVEMENT	
бас	n	पुमंद्रक्	THE LOWEST PART IN POLYPHONIC MUSIC;THE LOWEST ADULT MALE SINGING VOICE;THE LOWEST PART OF THE MUSICAL RANGE	
Басин	n,мужск	चिलमची, जल कुंड	A SURNAME	
баскетбол	n,мужск	बास्केटबॉल	A GAME PLAYED ON A COURT BY TWO OPPOSING TEAMS OF 5 PLAYERS	
баскетбольный мяч	n	बास्केट बाल, बास्केटबाल	AN INFLATED BALL USED IN PLAYING BASKETBALL	
баснословный	a	कल्पित, ढेर सारा, ढेर सार्, शानदार	BASED ON OR TOLD OF IN TRADITIONAL STORIES	
басня	n,женск	कहानी	A DELIBERATELY FALSE OR IMPROBABLE ACCOUNT	
басня	n,женск	नीति कथा, रूपक कथा	A SHORT MORAL STORY (OFTEN WITH ANIMAL CHARACTERS)	
бассейн	n,мужск	तरण ताल, तरण-ताल, तरणताल	pool that provides a facility for swimming	
бассейн	n,мужск	नदी घाटी, नदी-घाटी, नदीघाटी	THE ENTIRE GEOGRAPHICAL AREA DRAINED BY A RIVER AND ITS TRIBUTARIES	
Бастер	n,мужск	बासटेर	the capital of Saint Kitts and Nevis on the island of Saint Christopher	
бастион	n,мужск	अड़वाल, तरंगरोध, परकोटा, बचाव	AN EMBANKMENT BUILT AROUND A SPACE FOR DEFENSIVE PURPOSES	
бастион	n,мужск	किला	A STRONGLY FORTIFIED DEFENSIVE STRUCTURE	
Басутоленд	n,мужск	बसुटोलैंड	A LANDLOCKED CONSTITUTIONAL MONARCHY IN SOUTHERN AFRICA	
батальон	n,мужск	पलटन	AN ARMY UNIT USUALLY CONSISTING OF A HEADQUARTERS AND THREE OR MORE COMPANIES	
батарейка	n,женск	बैटरी	A DEVICE THAT DELIVERS AN ELECTRIC CURRENT AS THE RESULT OF A CHEMICAL REACTION	
батарея	n,женск	गोलाबारी	A DEVICE THAT PRODUCES ELECTRICITY	
батарея	n,женск	तोपखाना	GROUP OF GUNS OR MISSILE LAUNCHERS OPERATED TOGETHER AT ONE PLACE	
батарея	n,женск	बैटरी	A DEVICE THAT PRODUCES ELECTRICITY;BATTERY CONSISTING OF VOLTAIC CELLS ARRANGED IN SERIES	
батарея	n,женск	समूह	BATTERY CONSISTING OF VOLTAIC CELLS ARRANGED IN SERIES	
батик	n,мужск	बातिक्	A DYED FABRIC	
батист	n,мужск	कैम्ब्रिक, कैम्ब्रिक्	A FINELY WOVEN WHITE LINEN	
батут	n,мужск	उछाल-पट, ट्रैंपोलीन	GYMNASTIC APPARATUS CONSISTING OF A STRONG CANVAS SHEET ATTACHED WITH SPRINGS TO A METAL FRAME	
батюшка	n,мужск	पादरी	A CLERGYMAN IN CHRISTIAN CHURCHES WHO HAS THE AUTHORITY TO PERFORM OR ADMINISTER VARIOUS RELIGIOUS RITES	
баул	n,мужск	बड़ा झोला	A CAPACIOUS BAG OR BASKET	
бахвалиться	v	घमण्ड से दिखा	DISPLAY PROUDLY	
бахвальство	n,средн	डींग, शेखी	AN INSTANCE OF BOASTFUL TALK	
бахила	n,женск	गुल्फत्राण	A SHOE COVERING THE ANKLE WITH ELASTIC GORES IN THE SIDES	
Бахрейн	n,мужск	बहरीन	AN ISLAND COUNTRY IN THE PERSIAN GULF OFF THE COAST OF SAUDI ARABIA	
Бахрейн	n,мужск	बहरेन	AN ISLAND IN THE PERSIAN GULF	
бахрома	n,женск	गोट	TRIMMING USED TO DECORATE CLOTHES OR CURTAINS	
бахрома	n,женск	फुचड़ा	EDGING CONSISTING OF HANGING THREADS OR TASSELS	
бацилла	n,женск	दण्डाणु	AEROBIC ROD-SHAPED SPORE-PRODUCING BACTERIUM	
башенка	n,женск	घुमाऊ बुर्ज, बुर्ज	A SMALL TOWER EXTENDING ABOVE A BUILDING	
башка	n,женск	सेम	INFORMAL TERMS FOR A HUMAN HEAD	
башмак	n,мужск	गँवार, भारी जूता	A THICK AND HEAVY SHOE	
башня	n,женск	टावर, मीनार	A STRUCTURE TALLER THAN ITS DIAMETER	
бдение	n,средн	चौकसी	THE RITE OF STAYING AWAKE FOR DEVOTIONAL PURPOSES;THE RITE OF STAYING AWAKE FOR DEVOTIONAL PURPOSES (ESPECIALLY ON THE EVE OF A RELIGIOUS FESTIVAL)	
бдение	n,средн	जागरण	THE RITE OF STAYING AWAKE FOR DEVOTIONAL PURPOSES (ESPECIALLY ON THE EVE OF A RELIGIOUS FESTIVAL);THE RITE OF STAYING AWAKE FOR DEVOTIONAL PURPOSES	
бдение	n,средн	रतजगा	THE RITE OF STAYING AWAKE FOR DEVOTIONAL PURPOSES (ESPECIALLY ON THE EVE OF A RELIGIOUS FESTIVAL)	
бдительность	n,женск	सतर्क दृष्टि, सतर्कता	THE PROCESS OF PAYING CLOSE AND CONTINUOUS ATTENTION	
бдительный	a	चौकस, सजग, सावधान	VERY ATTENTIVE OR OBSERVANT	
бдительный	a	सतर्क	CAREFULLY OBSERVANT OR ATTENTIVE	
беби-ситтер	n	बच्चे की देखभाल करने वाली, बच्चे की देखभाल करने वाल्	A PERSON ENGAGED TO CARE FOR CHILDREN WHEN THE PARENTS ARE NOT HOME	
бег	n	दौड़	THE ACT OF RUNNING	
бегло	adv	धाराप्रवाहिता के साथ	IN A FLUENT MANNER	
бегло	adv	सरसरी	WITHOUT TAKING PAINS	
беглость	n,женск	धाराप्रवाहिता	SKILLFULNESS IN SPEAKING OR WRITING	
беглый	a	प्रासंगिक, सरसरी	HASTY AND WITHOUT ATTENTION TO DETAIL	
беготня	n,женск	धक्कम-धक्का, धक्कमधक्का	RUSHING ABOUT HASTILY IN AN UNDIGNIFIED WAY	
бег трусцой	n	जगिंग	RUNNING AT A JOG TROT AS A FORM OF CARDIOPULMONARY EXERCISE	
бегун	n,мужск	धावक	SOMEONE WHO TRAVELS ON FOOT BY RUNNING	
бегущий булинь	n	फिसलनी घाँठ, फिसलनी घाँठ्	A KNOT AT THE END OF A CORD OR ROPE THAT CAN SLIP ALONG THE CORD OR ROPE AROUND WHICH IT IS MADE	
беда	n,женск	आपत्काल	A STATE OF EXTREME (USUALLY IRREMEDIABLE) RUIN AND MISFORTUNE	
беда	n,женск	आफत, दुःख की बात	SOMETHING OR SOMEONE THAT CAUSES TROUBLE	
беда	n,женск	कठिना, कठिनाई, विपत्तिजनक स्थिति	A STATE OF ADVERSITY (DANGER OR AFFLICTION OR NEED)	
беда	n,женск	दुःख	SOMETHING THAT CAUSES GREAT UNHAPPINESS	
бедлам	n,мужск	पागलखाना	A STATE OF EXTREME CONFUSION AND DISORDER	
бедность	n	अनुवर्रता, अभाव, गरीबी, दीनता, निर्धनता	THE STATE OF HAVING LITTLE OR NO MONEY AND FEW OR NO MATERIAL POSSESSIONS	
бедный	a	अनाश्रित	POOR ENOUGH TO NEED HELP FROM OTHERS	
бедный	a	अपौष्टिक, दुबला, दुबलापन	LACKING IN MINERAL CONTENT OR COMBUSTIBLE MATERIAL	
бедный	a	गरीब, बेचारा	HAVING LITTLE MONEY OR FEW POSSESSIONS	
бедняк	n,мужск	गरीब	a person with few or no possessions	
бедренная кость	n	इंद्रवस्ति, ऊर्वस्थि	THE LONGEST AND THICKEST BONE OF THE HUMAN SKELETON	
бедренный	a	ऊरु संबंधी	OF OR RELATING TO OR NEAR THE FEMUR OR THIGH	
бедро	n,средн	ऊर्वस्थि	THE LONGEST AND THICKEST BONE OF THE HUMAN SKELETON	
бедро	n,средн	कूल्हा, नितम्ब्	EITHER SIDE OF THE BODY BELOW THE WAIST AND ABOVE THE THIGH	
бедро	n,средн	जंघा	THE PART OF THE LEG BETWEEN THE HIP AND THE KNEE	
бедственное положение	n	कठिना, कठिनाई, विपत्तिजनक स्थिति	A STATE OF ADVERSITY (DANGER OR AFFLICTION OR NEED)	
бедствие	n,средн	आपदा, दुर्घटना, विपत्ति	AN EVENT RESULTING IN GREAT LOSS AND MISFORTUNE	
бедствие	n,средн	कठिना, कठिनाई, विपत्तिजनक स्थिति	A STATE OF ADVERSITY (DANGER OR AFFLICTION OR NEED)	
бежать	v	छुटना, दौड़ना, भागना	MOVE FAST BY USING ONE'S FEET	
бежать	v	दौड़ कर, दौड़ कर जाना, निकल भागना, निकल भाग्	RUN OR MOVE VERY QUICKLY OR HASTILY	
беженец	n,мужск	शरणार्थी, शरणार्थ्	AN EXILE WHO FLEES FOR SAFETY	
без	pr	थोड़ा सा	TAKING AWAY OR NOT INCLUDING	
без	pr	बिना	NOT HAVING	
безаварийный	a	सुरक्षित	ELIMINATING DANGER BY COMPENSATING AUTOMATICALLY FOR A FAILURE OR MALFUNCTION	
безалаберный	a	उत्पाती, उल्टा-पुल्टा	IN UTTER DISORDER	
безбожие	n,средн	नास्तिकता	A LACK OF BELIEF IN THE EXISTENCE OF GOD OR GODS	
безбожный	a	अकर्तव्यपरायण, नास्तिक	LACKING PIETY OR REVERENCE FOR A GOD	
безбожный	a	अधर्मी	LACKING PIETY OR REVERENCE FOR A GOD;LACKING PIETY AND REVERENCE FOR A GOD	
безбожный	a	अभक्त	LACKING PIETY AND REVERENCE FOR A GOD	
безбожный	a	क्रूर	NOT REVERING GOD	
безболезненный	a	क्लेशरहित, पीड़ारहित	REQUIRING LITTLE HARD WORK OR EXERTION	
безбородый	a	बिना दाढ़ी वाला	LACKING HAIR ON THE FACE	
безбрачие	n,средн	ब्रह्मचर्य	ABSTAINING FROM SEXUAL RELATIONS (AS BECAUSE OF RELIGIOUS VOWS)	
безвестность	n,женск	अंधकार, अस्पष्टता, गुमनामी	AN OBSCURE AND UNIMPORTANT STANDING	
безветренный	a	पवनरहित	WITHOUT OR ALMOST WITHOUT WIND	
безветрие	n,средн	पवनरहितता, हवाहीनता	CALMNESS WITHOUT WINDS	
безвинный	a	मासूम	FREE FROM EVIL OR GUILT	
безвкусица	n,женск	असुंदरता, कुरूपता	HAVING A DRAB OR DOWDY QUALITY	
безвкусность	n,женск	सुरुचिहीनता, स्वादहीनता	THE PROPERTY OF HAVING NO FLAVOR	
безвкусный	a	अकलात्मक	LACKING AESTHETIC SENSIBILITY	
безвкусный	a	अनास्वादित	LACKING FLAVOR	
безвкусный	a	घटिया, सुरुचिहीन, स्वादहीन	LACKING AESTHETIC OR SOCIAL TASTE	
безвкусный	a	नीरस, फीका	LACKING TASTE OR FLAVOR OR TANG	
безвкусный	a	बेस्वाद	LACKING AESTHETIC OR SOCIAL TASTE;LACKING TASTE OR FLAVOR OR TANG	
безвластие	n,средн	अराजकता, अव्यवस्था	A STATE OF LAWLESSNESS AND DISORDER (USUALLY RESULTING FROM A FAILURE OF GOVERNMENT)	
безводный	a	आर्द्रतारहित, जलरहित, सूखा	LACKING SUFFICIENT WATER OR RAINFALL	
безвозвратно	adv	अटल रूप से	IN AN IRREVOCABLE MANNER	
безвозвратный	a	अटल	INCAPABLE OF BEING RETRACTED OR REVOKED	
безвозвратный	a	दुबारा पाने के अयोग्य	IMPOSSIBLE TO RECOVER OR RECOUP OR OVERCOME	
безволосость	n	गंजापन, गंजापन्	THE CONDITION OF HAVING NO HAIR ON THE TOP OF THE HEAD	
безволосый	a	केशहीन	HAVING NO HAIR OR FUR	
безвольный	a	शक्तिहीन, साहसी	LACKING STRENGTH	
безвыходный	a	निराशाजनक	WITHOUT HOPE BECAUSE THERE SEEMS TO BE NO POSSIBILITY OF COMFORT OR SUCCESS	
безглазый	a	अन्धा	LACKING SIGHT	
безголовый	a	अशिरस्क, नेतृत्वहीन, बेसिर, शिरोहीन	LACKING A HEAD OR A CLEARLY DEFINED HEAD	
безграничность	n	असीमितता	THE QUALITY OF BEING INFINITE	
безграничность	n	आकाशमंडल	THE UNLIMITED EXPANSE IN WHICH EVERYTHING IS LOCATED	
безграничный	a	अनन्त, असीम	SEEMINGLY BOUNDLESS IN AMOUNT, NUMBER, DEGREE, OR ESPECIALLY EXTENT	
безгрешность	n,женск	निष्कलंकता, पवित्रता	THE STATE OF BEING UNSULLIED BY SIN OR MORAL WRONG	
безгрешный	a	पापरहित	FREE FROM SIN	
без гроша	a	कड़का, कड़क्	LACKING FUNDS	
бездарный	a	प्रतिभाहीन	DEVOID OF TALENT	
бездействие	n,средн	अकरण, अकर्म, अकार्य, कर्महीनता, निष्क्रियता	THE STATE OF BEING INACTIVE	
безделушка	n,женск	सस्ता आभूषण	CHEAP SHOWY JEWELRY OR ORNAMENT ON CLOTHING	
безделье	n,средн	आलस्य, सुस्ती	THE TRAIT OF BEING IDLE OUT OF A RELUCTANCE TO WORK	
бездельник	n,мужск	आवारा	PERSON WHO DOES NO WORK	
бездельничать	v	अलसना, आलस, आलस करना	BE IDLE	
безденежный	a	निर्धन	NOT HAVING ENOUGH MONEY TO PAY FOR NECESSITIES	
бездетный	a	निस्संतान	WITHOUT OFFSPRING	
бездеятельность	n,женск	अकरण, अकर्म, अकार्य, कर्महीनता, निष्क्रियता	BEING INACTIVE	
бездеятельный	a	निष्क्रिय, प्रभावहीन, बेकार	LACKING IN ENERGY OR WILL	
бездна	n,женск	अगाध गर्त, रसातल	A BOTTOMLESS GULF OR PIT	
бездомный	a	बेघर	PHYSICALLY OR SPIRITUALLY HOMELESS OR DEPRIVED OF SECURITY	
бездомный	n	लफंगा	A DISREPUTABLE VAGRANT	
бездонный	a	अगाध, अथाह, बहुत ही खराब	SO DEEP AS TO BE UNMEASURABLE	
бездорожный	a	पथरहित	LACKING PATHWAYS	
бездумный	a	बेलिहाज, विचारशून्य	SHOWING LACK OF CAREFUL THOUGHT	
бездушие	n,средн	कठोरता, दयाहीनता	LACK OF SYMPATHY	
бездушие	n,средн	निष्ठुरता	DEVOID OF PASSION OR FEELING	
бездушный	a	संवेदनाहीन	EMOTIONALLY HARDENED	
бездымный	a	धूमहीन, धूम्रमुक्त	EMITTING OR CONTAINING LITTLE OR NO SMOKE	
бездыханный	a	बेदम	APPEARING DEAD	
безжаберный	a	अक्लोम, गलफड़ारहित	HAVING NO GILLS	
безжалостно	adv	निर्दयतापूर्वक	WITHOUT PITY;IN A RUTHLESS MANNER	
безжалостно	adv	निष्ठुरतापूर्वक	WITHOUT PITY	
безжалостность	n	क्रूरता	FEELINGS OF EXTREME HEARTLESSNESS	
безжалостный	a	क्रूर	WITHOUT MERCY OR PITY;DEFICIENT IN HUMANE AND KINDLY FEELINGS	
безжалостный	a	निर्दय	DEFICIENT IN HUMANE AND KINDLY FEELINGS;WITHOUT MERCY OR PITY	
безжалостный	a	निष्ठुर	HAVING OR SHOWING NO MERCY	
безжизненный	a	निर्जीव, बेजान	DEPRIVED OF LIFE	
беззаботно	adv	जोशपूर्ण ढंग से	IN A CAREFREE MANNER	
беззаботно	adv	प्रसन्नता से	IN A LIGHT-HEARTED MANNER	
беззаботность	n,женск	उदासीनता	A FEELING OF LACK OF CONCERN;THE TRAIT OF REMAINING CALM AND SEEMING NOT TO CARE	
беззаботность	n,женск	निश्चिंतता	THE TRAIT OF REMAINING CALM AND SEEMING NOT TO CARE	
беззаботный	a	असावधान	EFFORTLESS AND UNSTUDIED	
беззаботный	a	निश्चिंत, लापरवाह	CHEERFULLY IRRESPONSIBLE	
беззаботный	a	प्रसन्न चित्त, हल्क्	CAREFREE AND HAPPY AND LIGHTHEARTED	
беззаконие	n,средн	अनैतिकता	MORALLY OBJECTIONABLE BEHAVIOR;AN UNJUST ACT	
беззаконие	n,средн	अन्याय, दुष्टता	AN UNJUST ACT	
беззаконие	n,средн	अराज	A STATE OF LAWLESSNESS AND DISORDER (USUALLY RESULTING FROM A FAILURE OF GOVERNMENT)	
беззаконность	n,женск	अज्ञान	ABSENCE OF MORAL OR SPIRITUAL VALUES	
без запаха	a	गंधहीन, निर्गंध	HAVING NO ODOR	
беззастенчивый	a	बेपरवाह	NOT EMBARRASSED	
беззащитность	n,женск	असंरक्षितता, असहायता	THE PROPERTY OF BEING HELPLESS IN THE FACE OF ATTACK	
беззвездный	a	तारारहित, बिना तारों का	NOT STARRY	
беззвучность	n,женск	नीरवता, सन्नाटा	THE PROPERTY OF MAKING NO SOUND	
беззвучный	a	खामोश, निश्शब्द, शांत	MARKED BY ABSENCE OF SOUND	
беззвучный	a	नष्क्रिय, सुप्त	MARKED BY A STATE OF TRANQUIL REPOSE	
беззвучный	a	बेसुरा	NOT HAVING A MUSICAL SOUND OR PLEASING TUNE	
безземельный	a	भूमिहीन	OWNING NO LAND	
безлесый	a	वृक्षहीन	NOT WOODED	
безликий	a	नामहीन	WITHOUT A FACE OR IDENTITY	
безлистный	a	पत्रहीन	HAVING NO LEAVES	
безлюдный	a	कर्मी-दल रहित, स्वचालित	LACKING A CREW	
безмозглый	a	नासमझ, बुद्धिहीन	(OF ESPECIALLY PERSONS) LACKING SENSE OR UNDERSTANDING OR JUDGMENT	
безмозглый	a	बेवकूफ	NOT USING INTELLIGENCE	
безмолвно	adv	खामोशी से, चुपचाप, बिना बोले	WITHOUT SPEAKING	
безмолвный	a	अवाक्, गूँगा, गूँग्	UNABLE TO SPEAK TEMPORARILY	
безмолвный	a	मूक	FAILING TO SPEAK OR COMMUNICATE ETC WHEN EXPECTED TO;UNABLE TO SPEAK TEMPORARILY	
безмятежно	adv	धीरे, निष्क्रिय ढंग से, शांतिपूर्ण ढंग से, शांतिपूर्वक	IN A RESTFUL MANNER	
безмятежно	adv	शांत भाव से	IN A PEACEFULLY SERENE MANNER	
безмятежность	n,женск	शान्ति	THE ABSENCE OF MENTAL STRESS OR ANXIETY	
безмятежность	n,женск	शांतचित्तता	AN UNTROUBLED STATE;THE ABSENCE OF MENTAL STRESS OR ANXIETY;A DISPOSITION FREE FROM STRESS OR EMOTION	
безмятежность	n,женск	शांति	AN UNTROUBLED STATE	
безмятежный	a	अक्षुब्ध, अछूता, अबाधित, उथल-पुथल रहित, बाधारहित	PEACEFUL WITHOUT DISTURBANCE	
безмятежный	a	अटलांटिक के दोनों पार क्, अटलांटिक पार क्, अटलांटिक-पार, शान्त, स्थिर	(OF A BODY OF WATER) FREE FROM DISTURBANCE BY HEAVY WAVES	
безмятежный	a	अनुद्विग्न	FREE FROM EMOTIONAL AGITATION OR NERVOUS TENSION	
безмятежный	a	शांत	UNHURRIED AND RELAXED;(OF A BODY OF WATER) FREE FROM DISTURBANCE BY HEAVY WAVES	
безнадежно	adv	निराशापूर्ण ढंग से	WITHOUT HOPE	
безнадежно	adv	निराशापूर्वक	WITH DESPERATION	
безнадежность	n	निराशा	THE DESPAIR YOU FEEL WHEN YOU HAVE ABANDONED HOPE OF COMFORT OR SUCCESS	
безнадежный	a	असहाय, क्षीण, परित्यक्त	MARKED BY OR SHOWING HOPELESSNESS	
безнадежный	a	निराशाजनक	WITHOUT HOPE BECAUSE THERE SEEMS TO BE NO POSSIBILITY OF COMFORT OR SUCCESS	
безнаказанность	n,женск	दंडमुक्ति	EXEMPTION FROM PUNISHMENT OR LOSS	
безнаказанный	a	अदंडित	NOT PUNISHED	
безначалие	n,средн	अराजकता, अव्यवस्था	A STATE OF LAWLESSNESS AND DISORDER (USUALLY RESULTING FROM A FAILURE OF GOVERNMENT)	
безносый	a	अनासिक	HAVING NO NOSE	
безнравственно	adv	अनैतिकतापूर्वक	WITHOUT REGARD FOR MORALITY	
безнравственный	a	पथभ्रष्ट	MARKED BY IMMORALITY	
без нужды	adv	अनावश्यक रूप से	WITHOUT NEED	
безоблачный	a	बेछायादार	NOT DARKENED OR OBSCURED BY SHADOW	
безоблачный	a	मेघशून्य, साफ	FREE FROM CLOUDS	
безобразный	a	कुरूप, बदसूरत	DISPLEASING TO THE SENSES	
безоговорочно	adv	खुल कर	WITHOUT RESERVATION	
безопасное место	n	आड़	A SAFE PLACE	
безопасность	n,женск	अहानिकारकता, सलामती, सुरक्षा साधन, सुरक्षा साधन्	THE STATE OF BEING CERTAIN THAT ADVERSE EFFECTS WILL NOT BE CAUSED BY SOME AGENT UNDER DEFINED CONDITIONS	
безопасный	a	निरापद, सुरक्षित	FREE FROM DANGER OR THE RISK OF HARM	
безоружный	a	दंशहीन, निरस्त्र, बिना काँटों का, हथियार रहित	(USED OF PLANTS OR ANIMALS) LACKING BARBS OR STINGS OR THORNS	
без остатка	adv	लबरेज	TO THE GREATEST DEGREE OR EXTENT	
безответный	a	अनुत्तरित	NOT RETURNED IN KIND	
безответственно	adv	गैर जिम्मेदाराना ढंग से	IN AN IRRESPONSIBLE MANNER	
безответственность	n,женск	गैर जिम्मेदारी	A FORM OF UNTRUSTWORTHINESS	
безответственный	a	गैर जिम्मेदार	SHOWING LACK OF CARE FOR CONSEQUENCES	
безотзывной	a	अटल	INCAPABLE OF BEING RETRACTED OR REVOKED	
безотказность	n,средн	अमोघत्व	THE QUALITY OF NEVER MAKING AN ERROR	
безотказный	a	अचूक, कभी गलती न करने वाला, कभी गलती न करने वाल्	INCAPABLE OF FAILURE OR ERROR	
безотлагательно	adv	अविलंब, आग्रहपूर्ण ढंग से, ताकीदी ढंग से	WITH GREAT URGENCY	
безотлагательный	a	तेज, तेजी से चलने वाला, द्रुत, शीघ्र	ACCOMPLISHED RAPIDLY AND WITHOUT DELAY	
безотрадный	a	निराशाजनक	LACKING IN LIVELINESS OR CHARM OR SURPRISE	
безотчетно	adv	अकारण ही, बिना किसी खास वजह के	IN AN UNACCOUNTABLE MANNER	
безотчетный	a	अनुत्तरदायी, गैरजिम्मेदार, दुरूह, न समझाया जा सकने योग्य	FREE FROM CONTROL OR RESPONSIBILITY	
безошибочно	adv	सही ढंग से, सही-सही	STRICTLY CORRECTLY	
безошибочный	a	अचूक, न चूकने वाला, न चूकने वाल्, सही	NOT LIABLE TO ERROR	
без претензий	a	आडंबररहित, सादा	LACKING PRETENSION OR AFFECTATION	
безработица	n	बेकारी, बेरोजगारी	THE STATE OF BEING UNEMPLOYED OR NOT HAVING A JOB	
безработный	a	बेकार	NOT ENGAGED IN A GAINFUL OCCUPATION	
безработный	a	बेरोजगार	NOT ENGAGED IN A GAINFUL OCCUPATION;NOT HAVING A JOB	
безрадостный	a	निरानंद	NOT EXPERIENCING OR INSPIRING JOY	
безразличие	n,средн	उदासीनता	APATHY DEMONSTRATED BY AN ABSENCE OF EMOTIONAL REACTIONS	
безразлично	adv	अव्यक्तिगत रूप से, निरपेक्ष रूप से	WITHOUT WARMTH	
безразлично	adv	उदासीनता से	WITH INDIFFERENCE	
безрассудство	n,средн	लापरवाही, लापरवाह्	THE TRAIT OF GIVING LITTLE THOUGHT TO DANGER	
безрезультатно	adv	व्यर्थ	TO NO AVAIL	
безрезультатный	a	अशक्त, प्रभावहीन	PRODUCING NO RESULT OR EFFECT	
безрогий	a	बेसिंगा	HAVING NO HORNS	
безродный	a	आवारा, मूलहीन	WANDERING AIMLESSLY WITHOUT TIES TO A PLACE OR COMMUNITY	
безропотный	a	अप्रतिवादी	WITHOUT ANY MURMUR OF DISCONTENT OR PROTEST	
безропотный	a	धीर, धैर्यवान	ENDURING WITHOUT PROTEST OR COMPLAINT	
безропотный	a	शिकायत न करने वाला, सहनशील	NOT COMPLAINING	
безрукий	a	अभुज	HAVING NO ARMS	
без слов	adv	खामोशी से, चुपचाप, मूकतापूर्वक	WITHOUT SPEAKING	
без сомнений	adv	बिना कुछ पूछे	IN AN UNQUESTIONING MANNER	
безударный	a	बलाघातरहित	NOT BEARING A STRESS OR ACCENT	
безудержно	adv	जल्दबाजी से	IN AN IMPULSIVE OR IMPETUOUS WAY	
безудержный	a	भ्रांत	MARKED BY UNCONTROLLED EXCITEMENT OR EMOTION	
безукоризненный	a	अनिंद्य	FREE OF GUILT	
безумец	n,мужск	पागल आदमी, पागल आदम्, बेवकूफ आदमी, बेवकूफ आदम्	AN INSANE PERSON	
безумие	n,средн	मूर्खता	THE TRAIT OF ACTING STUPIDLY OR RASHLY	
безумно	adv	पागलों की तरह	(USED AS INTENSIVES) EXTREMELY;IN AN INSANE MANNER	
безумно	adv	बेकाबू ढंग से	(USED AS INTENSIVES) EXTREMELY	
безумный	a	उन्मत्त, पागल	AFFECTED WITH MADNESS OR INSANITY	
безумный	a	ऊल-जलूल, ऊलजलूल	INCONGRUOUS	
безупречно	adv	त्रुटिहीन ढंग से	IN AN IMMACULATE MANNER	
безупречно	adv	दोषरहित ढंग से	WITHOUT A FAULT	
безупречный	a	अनिंद्य, अवर्ज्य, श्रेष्ठ	COMPLETELY ACCEPTABLE	
безупречный	a	त्रुटिहीन, दोषहीन, निर्दोष	WITHOUT FAULT OR ERROR	
безупречный	a	दोषरहित	WITHOUT A FLAW;FREE OF GUILT;WITHOUT FAULT OR ERROR	
безусловный	a	पूर्ण, सहज, स्वाभाविक	WITHOUT CONDITIONS OR LIMITATIONS	
безуспешный	a	असफल, नाकाम	FAILING TO ACCOMPLISH AN INTENDED RESULT	
безуспешный	a	निष्फल, फलरहित	NOT FRUITFUL	
без устали	adv	अथक रूप से	WITH INDEFATIGABLE ENERGY	
безутешно	adv	निराशापूर्ण ढंग से	IN GRIEF-STRICKEN LONELINESS	
безучастно	adv	भावशून्य ढंग से	IN A VACANT MANNER	
